tweet_id,favorites,retweets,timestamp
824325613288833024,11104,9829,Wed Jan 25 18:38:36 +0000 2017
824297048279236611,14135,3541,Wed Jan 25 16:45:05 +0000 2017
824025158776213504,4557,557,Tue Jan 24 22:44:42 +0000 2017
823939628516474880,9999,2518,Tue Jan 24 17:04:50 +0000 2017
823719002937630720,0,10277,Tue Jan 24 02:28:08 +0000 2017
823699002998870016,13131,2323,Tue Jan 24 01:08:40 +0000 2017
823581115634085888,12181,2430,Mon Jan 23 17:20:14 +0000 2017
823333489516937216,661,22,Mon Jan 23 00:56:15 +0000 2017
823322678127919110,14737,3692,Mon Jan 23 00:13:17 +0000 2017
823269594223824897,0,9163,Sun Jan 22 20:42:21 +0000 2017
822975315408461824,16282,3180,Sun Jan 22 01:12:59 +0000 2017
822872901745569793,123204,39630,Sat Jan 21 18:26:02 +0000 2017
822859134160621569,12383,2100,Sat Jan 21 17:31:20 +0000 2017
822647212903690241,0,5913,Sat Jan 21 03:29:14 +0000 2017
822610361945911296,13878,2708,Sat Jan 21 01:02:48 +0000 2017
822489057087389700,17000,5913,Fri Jan 20 17:00:46 +0000 2017
822462944365645825,26121,13040,Fri Jan 20 15:17:01 +0000 2017
822244816520155136,32921,9163,Fri Jan 20 00:50:15 +0000 2017
822163064745328640,0,4342,Thu Jan 19 19:25:24 +0000 2017
